name;version;bom-ref;licenses/0/license/id;copyrights;externalReferences/0/url;language
vue-filter-date-format;1.3.1;vue-filter-date-format@1.3.1;MIT;;git+https://github.com/eduardnikolenko/vue-filter-date-format.git;javascript
vue;2.6.14;vue@2.6.14;MIT;;git+https://github.com/vuejs/vue.git;javascript
vue-gtag;1.16.1;vue-gtag@1.16.1;MIT;;git+https://github.com/MatteoGabriele/vue-gtag.git;javascript
vue-headful;2.1.0;vue-headful@2.1.0;MIT;;git+https://github.com/troxler/vue-headful.git;javascript
headful;1.0.3;headful@1.0.3;MIT;;git+https://github.com/troxler/headful.git;javascript
vue-i18n;8.26.7;vue-i18n@8.26.7;MIT;;git+https://github.com/kazupon/vue-i18n.git;javascript
vue-loader;15.9.8;vue-loader@15.9.8;MIT;;git+https://github.com/vuejs/vue-loader.git;javascript
component-compiler-utils;3.2.2;@vue/component-compiler-utils@3.2.2;MIT;;git+https://github.com/vuejs/component-compiler-utils.git;javascript
consolidate;0.15.1;consolidate@0.15.1;MIT;;git+https://github.com/tj/consolidate.js.git;javascript
hash-sum;1.0.2;hash-sum@1.0.2;MIT;;git://github.com/bevacqua/hash-sum.git;javascript
pseudomap;1.0.2;pseudomap@1.0.2;ISC;;git+https://github.com/isaacs/pseudomap.git;javascript
merge-source-map;1.1.0;merge-source-map@1.1.0;MIT;;git+https://github.com/keik/merge-source-map.git;javascript
prettier;1.19.1;prettier@1.19.1;MIT;;git+https://github.com/prettier/prettier.git;javascript
vue-template-es2015-compiler;1.9.1;vue-template-es2015-compiler@1.9.1;MIT;;git+https://github.com/vuejs/vue-template-es2015-compiler.git;javascript
loader-utils;1.2.3;loader-utils@1.2.3;MIT;;git+https://github.com/webpack/loader-utils.git;javascript
emojis-list;2.1.0;emojis-list@2.1.0;MIT;;git+https://github.com/kikobeats/emojis-list.git;javascript
vue-hot-reload-api;2.3.4;vue-hot-reload-api@2.3.4;MIT;;git+https://github.com/vuejs/vue-hot-reload-api.git;javascript
vue-style-loader;4.1.3;vue-style-loader@4.1.3;MIT;;git+ssh://git@github.com/vuejs/vue-style-loader.git;javascript
vue-recaptcha;1.3.0;vue-recaptcha@1.3.0;MIT;;git+https://github.com/DanSnow/vue-recaptcha.git;javascript
vue-router;3.5.3;vue-router@3.5.3;MIT;;git+https://github.com/vuejs/vue-router.git;javascript
vue-template-compiler;2.6.14;vue-template-compiler@2.6.14;MIT;;git+https://github.com/vuejs/vue.git;javascript
de-indent;1.0.2;de-indent@1.0.2;MIT;;git+https://github.com/yyx990803/de-indent.git;javascript
vuelidate;0.7.6;vuelidate@0.7.6;MIT;;git+https://github.com/monterail/vuelidate.git;javascript
vuetify-loader;1.7.3;vuetify-loader@1.7.3;MIT;;git+https://github.com/vuetifyjs/vuetify-loader.git;javascript
decache;4.6.0;decache@4.6.0;MIT;;git+https://github.com/dwyl/decache.git;javascript
callsite;1.0.0;callsite@1.0.0;MIT;;https://registry.npmjs.org/callsite/-/callsite-1.0.0.tgz;javascript
file-loader;6.2.0;file-loader@6.2.0;MIT;;git+https://github.com/webpack-contrib/file-loader.git;javascript
schema-utils;3.0.0;schema-utils@3.0.0;MIT;;git+https://github.com/webpack/schema-utils.git;javascript
vuetify;2.5.14;vuetify@2.5.14;MIT;;git+https://github.com/vuetifyjs/vuetify.git#packages/vuetify;javascript
vuex;3.6.2;vuex@3.6.2;MIT;;git+https://github.com/vuejs/vuex.git;javascript
webpack-dev-middleware;5.2.2;webpack-dev-middleware@5.2.2;MIT;;git+https://github.com/webpack/webpack-dev-middleware.git;javascript
colorette;2.0.16;colorette@2.0.16;MIT;;git+https://github.com/jorgebucaran/colorette.git;javascript
memfs;3.4.0;memfs@3.4.0;Unlicense;;git+https://github.com/streamich/memfs.git;javascript
fs-monkey;1.0.3;fs-monkey@1.0.3;Unlicense;;git+https://github.com/streamich/fs-monkey.git;javascript
webpack-hot-middleware;2.25.1;webpack-hot-middleware@2.25.1;MIT;;git+https://github.com/webpack-contrib/webpack-hot-middleware.git;javascript
ansi-html-community;0.0.8;ansi-html-community@0.0.8;Apache-2.0;;git://github.com/mahdyar/ansi-html-community.git;javascript
html-entities;2.3.2;html-entities@2.3.2;MIT;;git+https://github.com/mdevils/html-entities.git;javascript
querystring;0.2.1;querystring@0.2.1;MIT;;git://github.com/Gozala/querystring.git;javascript
webpack-merge;5.8.0;webpack-merge@5.8.0;MIT;;git+https://github.com/survivejs/webpack-merge.git;javascript
wildcard;2.0.0;wildcard@2.0.0;MIT;;git://github.com/DamonOehlman/wildcard.git;javascript
webpack-pwa-manifest;4.3.0;webpack-pwa-manifest@4.3.0;MIT;;git+https://github.com/arthurbergmz/webpack-pwa-manifest.git;javascript
jimp;0.16.1;jimp@0.16.1;MIT;;git+https://github.com/oliver-moran/jimp.git;javascript
custom;0.16.1;@jimp/custom@0.16.1;MIT;;https://registry.npmjs.org/@jimp/custom/-/custom-0.16.1.tgz;javascript
core;0.16.1;@jimp/core@0.16.1;MIT;;git+https://github.com/oliver-moran/jimp.git;javascript
utils;0.16.1;@jimp/utils@0.16.1;MIT;;https://registry.npmjs.org/@jimp/utils/-/utils-0.16.1.tgz;javascript
any-base;1.1.0;any-base@1.1.0;MIT;;git+https://github.com/HarasimowiczKamil/any-base.git;javascript
exif-parser;0.1.12;exif-parser@0.1.12;MIT;;git+ssh://git@github.com/bwindels/exif-parser.git;javascript
file-type;9.0.0;file-type@9.0.0;MIT;;git+https://github.com/sindresorhus/file-type.git;javascript
load-bmfont;1.4.1;load-bmfont@1.4.1;MIT;;git://github.com/Jam3/load-bmfont.git;javascript
buffer-equal;0.0.1;buffer-equal@0.0.1;MIT;;git://github.com/substack/node-buffer-equal.git;javascript
parse-bmfont-ascii;1.0.6;parse-bmfont-ascii@1.0.6;MIT;;git://github.com/mattdesl/parse-bmfont-ascii.git;javascript
parse-bmfont-binary;1.0.6;parse-bmfont-binary@1.0.6;MIT;;git://github.com/Jam3/parse-bmfont-binary.git;javascript
parse-bmfont-xml;1.1.4;parse-bmfont-xml@1.1.4;MIT;;git://github.com/mattdesl/parse-bmfont-xml.git;javascript
xml-parse-from-string;1.0.1;xml-parse-from-string@1.0.1;MIT;;git://github.com/Jam3/xml-parse-from-string.git;javascript
phin;2.9.3;phin@2.9.3;MIT;;git+https://github.com/ethanent/phin.git;javascript
xhr;2.5.0;xhr@2.5.0;MIT;;git://github.com/naugtur/xhr.git;javascript
global;4.3.2;global@4.3.2;MIT;;git://github.com/Raynos/global.git;javascript
min-document;2.19.0;min-document@2.19.0;MIT;;git://github.com/Raynos/min-document.git;javascript
dom-walk;0.1.2;dom-walk@0.1.2;MIT;;git://github.com/Raynos/dom-walk.git;javascript
process;0.5.2;process@0.5.2;MIT;;git://github.com/shtylman/node-process.git;javascript
is-function;1.0.2;is-function@1.0.2;MIT;;git://github.com/grncdr/js-is-function.git;javascript
parse-headers;2.0.3;parse-headers@2.0.3;MIT;;git+https://github.com/kesla/parse-headers.git;javascript
xtend;4.0.1;xtend@4.0.1;MIT;;git://github.com/Raynos/xtend.git;javascript
pixelmatch;4.0.2;pixelmatch@4.0.2;ISC;;git+https://github.com/mapbox/pixelmatch.git;javascript
pngjs;3.4.0;pngjs@3.4.0;MIT;;git://github.com/lukeapage/pngjs2.git;javascript
tinycolor2;1.4.2;tinycolor2@1.4.2;MIT;;git+https://github.com/bgrins/TinyColor.git;javascript
plugins;0.16.1;@jimp/plugins@0.16.1;MIT;;https://registry.npmjs.org/@jimp/plugins/-/plugins-0.16.1.tgz;javascript
plugin-blit;0.16.1;@jimp/plugin-blit@0.16.1;MIT;;https://registry.npmjs.org/@jimp/plugin-blit/-/plugin-blit-0.16.1.tgz;javascript
plugin-blur;0.16.1;@jimp/plugin-blur@0.16.1;MIT;;https://registry.npmjs.org/@jimp/plugin-blur/-/plugin-blur-0.16.1.tgz;javascript
plugin-circle;0.16.1;@jimp/plugin-circle@0.16.1;MIT;;https://registry.npmjs.org/@jimp/plugin-circle/-/plugin-circle-0.16.1.tgz;javascript
plugin-color;0.16.1;@jimp/plugin-color@0.16.1;MIT;;https://registry.npmjs.org/@jimp/plugin-color/-/plugin-color-0.16.1.tgz;javascript
plugin-contain;0.16.1;@jimp/plugin-contain@0.16.1;MIT;;https://registry.npmjs.org/@jimp/plugin-contain/-/plugin-contain-0.16.1.tgz;javascript
plugin-resize;0.16.1;@jimp/plugin-resize@0.16.1;MIT;;https://registry.npmjs.org/@jimp/plugin-resize/-/plugin-resize-0.16.1.tgz;javascript
plugin-scale;0.16.1;@jimp/plugin-scale@0.16.1;MIT;;https://registry.npmjs.org/@jimp/plugin-scale/-/plugin-scale-0.16.1.tgz;javascript
plugin-cover;0.16.1;@jimp/plugin-cover@0.16.1;MIT;;https://registry.npmjs.org/@jimp/plugin-cover/-/plugin-cover-0.16.1.tgz;javascript
plugin-crop;0.16.1;@jimp/plugin-crop@0.16.1;MIT;;https://registry.npmjs.org/@jimp/plugin-crop/-/plugin-crop-0.16.1.tgz;javascript
plugin-displace;0.16.1;@jimp/plugin-displace@0.16.1;MIT;;https://registry.npmjs.org/@jimp/plugin-displace/-/plugin-displace-0.16.1.tgz;javascript
plugin-dither;0.16.1;@jimp/plugin-dither@0.16.1;MIT;;https://registry.npmjs.org/@jimp/plugin-dither/-/plugin-dither-0.16.1.tgz;javascript
plugin-fisheye;0.16.1;@jimp/plugin-fisheye@0.16.1;MIT;;https://registry.npmjs.org/@jimp/plugin-fisheye/-/plugin-fisheye-0.16.1.tgz;javascript
plugin-flip;0.16.1;@jimp/plugin-flip@0.16.1;MIT;;https://registry.npmjs.org/@jimp/plugin-flip/-/plugin-flip-0.16.1.tgz;javascript
plugin-rotate;0.16.1;@jimp/plugin-rotate@0.16.1;MIT;;https://registry.npmjs.org/@jimp/plugin-rotate/-/plugin-rotate-0.16.1.tgz;javascript
plugin-gaussian;0.16.1;@jimp/plugin-gaussian@0.16.1;MIT;;https://registry.npmjs.org/@jimp/plugin-gaussian/-/plugin-gaussian-0.16.1.tgz;javascript
plugin-invert;0.16.1;@jimp/plugin-invert@0.16.1;MIT;;https://registry.npmjs.org/@jimp/plugin-invert/-/plugin-invert-0.16.1.tgz;javascript
plugin-mask;0.16.1;@jimp/plugin-mask@0.16.1;MIT;;https://registry.npmjs.org/@jimp/plugin-mask/-/plugin-mask-0.16.1.tgz;javascript
plugin-normalize;0.16.1;@jimp/plugin-normalize@0.16.1;MIT;;https://registry.npmjs.org/@jimp/plugin-normalize/-/plugin-normalize-0.16.1.tgz;javascript
plugin-print;0.16.1;@jimp/plugin-print@0.16.1;MIT;;https://registry.npmjs.org/@jimp/plugin-print/-/plugin-print-0.16.1.tgz;javascript
plugin-shadow;0.16.1;@jimp/plugin-shadow@0.16.1;MIT;;https://registry.npmjs.org/@jimp/plugin-shadow/-/plugin-shadow-0.16.1.tgz;javascript
plugin-threshold;0.16.1;@jimp/plugin-threshold@0.16.1;MIT;;https://registry.npmjs.org/@jimp/plugin-threshold/-/plugin-threshold-0.16.1.tgz;javascript
timm;1.7.1;timm@1.7.1;MIT;;git+https://github.com/guigrpa/timm.git;javascript
types;0.16.1;@jimp/types@0.16.1;MIT;;https://registry.npmjs.org/@jimp/types/-/types-0.16.1.tgz;javascript
bmp;0.16.1;@jimp/bmp@0.16.1;MIT;;https://registry.npmjs.org/@jimp/bmp/-/bmp-0.16.1.tgz;javascript
bmp-js;0.1.0;bmp-js@0.1.0;MIT;;git+https://github.com/shaozilee/bmp-js.git;javascript
gif;0.16.1;@jimp/gif@0.16.1;MIT;;https://registry.npmjs.org/@jimp/gif/-/gif-0.16.1.tgz;javascript
gifwrap;0.9.2;gifwrap@0.9.2;MIT;;git+https://github.com/jtlapp/gifwrap.git;javascript
image-q;1.1.1;image-q@1.1.1;MIT;;git+https://github.com/igor-bezkrovny/image-quantization.git;javascript
omggif;1.0.10;omggif@1.0.10;MIT;;git+https://github.com/deanm/omggif.git;javascript
jpeg;0.16.1;@jimp/jpeg@0.16.1;MIT;;https://registry.npmjs.org/@jimp/jpeg/-/jpeg-0.16.1.tgz;javascript
jpeg-js;0.4.2;jpeg-js@0.4.2;BSD-3-Clause;;git+https://github.com/eugeneware/jpeg-js.git;javascript
png;0.16.1;@jimp/png@0.16.1;MIT;;https://registry.npmjs.org/@jimp/png/-/png-0.16.1.tgz;javascript
tiff;0.16.1;@jimp/tiff@0.16.1;MIT;;https://registry.npmjs.org/@jimp/tiff/-/tiff-0.16.1.tgz;javascript
utif;2.0.1;utif@2.0.1;MIT;;git+https://github.com/photopea/UTIF.js.git;javascript
pako;1.0.10;pako@1.0.10;MIT;;git+https://github.com/nodeca/pako.git;javascript
mime;2.4.6;mime@2.4.6;MIT;;git+https://github.com/broofa/mime.git;javascript
eslint-scope;3.7.1;@types/eslint-scope@3.7.1;MIT;;git+https://github.com/DefinitelyTyped/DefinitelyTyped.git#types/eslint-scope;javascript
eslint;8.2.0;@types/eslint@8.2.0;MIT;;git+https://github.com/DefinitelyTyped/DefinitelyTyped.git#types/eslint;javascript
estree;0.0.50;@types/estree@0.0.50;MIT;;git+https://github.com/DefinitelyTyped/DefinitelyTyped.git#types/estree;javascript
ast;1.11.1;@webassemblyjs/ast@1.11.1;MIT;;git+https://github.com/xtuc/webassemblyjs.git;javascript
helper-numbers;1.11.1;@webassemblyjs/helper-numbers@1.11.1;MIT;;git+https://github.com/xtuc/webassemblyjs.git;javascript
floating-point-hex-parser;1.11.1;@webassemblyjs/floating-point-hex-parser@1.11.1;MIT;;git+https://github.com/xtuc/webassemblyjs.git;javascript
helper-api-error;1.11.1;@webassemblyjs/helper-api-error@1.11.1;MIT;;git+https://github.com/xtuc/webassemblyjs.git#packages/helper-api-error;javascript
long;4.2.2;@xtuc/long@4.2.2;Apache-2.0;;git+https://github.com/dcodeIO/long.js.git;javascript
helper-wasm-bytecode;1.11.1;@webassemblyjs/helper-wasm-bytecode@1.11.1;MIT;;git+https://github.com/xtuc/webassemblyjs.git;javascript
wasm-edit;1.11.1;@webassemblyjs/wasm-edit@1.11.1;MIT;;git+https://github.com/xtuc/webassemblyjs.git;javascript
helper-buffer;1.11.1;@webassemblyjs/helper-buffer@1.11.1;MIT;;git+https://github.com/xtuc/webassemblyjs.git;javascript
helper-wasm-section;1.11.1;@webassemblyjs/helper-wasm-section@1.11.1;MIT;;git+https://github.com/xtuc/webassemblyjs.git;javascript
wasm-gen;1.11.1;@webassemblyjs/wasm-gen@1.11.1;MIT;;git+https://github.com/xtuc/webassemblyjs.git;javascript
ieee754;1.11.1;@webassemblyjs/ieee754@1.11.1;MIT;;git+https://github.com/xtuc/webassemblyjs.git#packages/ieee754;javascript
leb128;1.11.1;@webassemblyjs/leb128@1.11.1;Apache-2.0;;git+https://github.com/xtuc/webassemblyjs.git#packages/leb128;javascript
utf8;1.11.1;@webassemblyjs/utf8@1.11.1;MIT;;git+https://github.com/xtuc/webassemblyjs.git;javascript
wasm-opt;1.11.1;@webassemblyjs/wasm-opt@1.11.1;MIT;;git+https://github.com/xtuc/webassemblyjs.git;javascript
wasm-parser;1.11.1;@webassemblyjs/wasm-parser@1.11.1;MIT;;git+https://github.com/xtuc/webassemblyjs.git;javascript
wast-printer;1.11.1;@webassemblyjs/wast-printer@1.11.1;MIT;;git+https://github.com/xtuc/webassemblyjs.git;javascript
ieee754;1.2.0;@xtuc/ieee754@1.2.0;BSD-3-Clause;;git://github.com/feross/ieee754.git;javascript
acorn-import-assertions;1.8.0;acorn-import-assertions@1.8.0;MIT;;git+https://github.com/xtuc/acorn-import-assertions.git;javascript
chrome-trace-event;1.0.3;chrome-trace-event@1.0.3;MIT;;git+https://github.com/samccone/chrome-trace-event.git;javascript
enhanced-resolve;5.8.3;enhanced-resolve@5.8.3;MIT;;git://github.com/webpack/enhanced-resolve.git;javascript
es-module-lexer;0.9.3;es-module-lexer@0.9.3;MIT;;git+https://github.com/guybedford/es-module-lexer.git;javascript
events;3.3.0;events@3.3.0;MIT;;git://github.com/Gozala/events.git;javascript
glob-to-regexp;0.4.1;glob-to-regexp@0.4.1;BSD-2-Clause;;git+https://github.com/fitzgen/glob-to-regexp.git;javascript
json-parse-better-errors;1.0.2;json-parse-better-errors@1.0.2;MIT;;git+https://github.com/zkat/json-parse-better-errors.git;javascript
loader-runner;4.2.0;loader-runner@4.2.0;MIT;;git+https://github.com/webpack/loader-runner.git;javascript
watchpack;2.3.0;watchpack@2.3.0;MIT;;git+https://github.com/webpack/watchpack.git;javascript
webpack-sources;3.2.2;webpack-sources@3.2.2;MIT;;git+https://github.com/webpack/webpack-sources.git;javascript
workbox-webpack-plugin;6.4.2;workbox-webpack-plugin@6.4.2;MIT;;git+https://github.com/googlechrome/workbox.git;javascript
pretty-bytes;5.6.0;pretty-bytes@5.6.0;MIT;;git+https://github.com/sindresorhus/pretty-bytes.git;javascript
upath;1.2.0;upath@1.2.0;MIT;;git://github.com/anodynos/upath.git;javascript
source-list-map;2.0.1;source-list-map@2.0.1;MIT;;git+https://github.com/webpack/source-list-map.git;javascript
workbox-build;6.4.2;workbox-build@6.4.2;MIT;;git+https://github.com/googlechrome/workbox.git;javascript
better-ajv-errors;0.3.1;@apideck/better-ajv-errors@0.3.1;MIT;;git+https://github.com/apideck-libraries/better-ajv-errors.git;javascript
jsonpointer;5.0.0;jsonpointer@5.0.0;MIT;;git+https://github.com/janl/node-jsonpointer.git;javascript
leven;3.1.0;leven@3.1.0;MIT;;git+https://github.com/sindresorhus/leven.git;javascript
plugin-babel;5.3.0;@rollup/plugin-babel@5.3.0;MIT;;git+https://github.com/rollup/plugins.git;javascript
pluginutils;3.1.0;@rollup/pluginutils@3.1.0;MIT;;git+https://github.com/rollup/plugins.git;javascript
estree-walker;1.0.1;estree-walker@1.0.1;MIT;;git+https://github.com/Rich-Harris/estree-walker.git;javascript
rollup;2.60.2;rollup@2.60.2;MIT;;git+https://github.com/rollup/rollup.git;javascript
plugin-node-resolve;11.2.1;@rollup/plugin-node-resolve@11.2.1;MIT;;git+https://github.com/rollup/plugins.git;javascript
resolve;1.17.1;@types/resolve@1.17.1;MIT;;git+https://github.com/DefinitelyTyped/DefinitelyTyped.git#types/resolve;javascript
builtin-modules;3.2.0;builtin-modules@3.2.0;MIT;;git+https://github.com/sindresorhus/builtin-modules.git;javascript
is-module;1.0.0;is-module@1.0.0;MIT;;git+https://github.com/component/is-module.git;javascript
plugin-replace;2.4.2;@rollup/plugin-replace@2.4.2;MIT;;git+https://github.com/rollup/plugins.git;javascript
magic-string;0.25.7;magic-string@0.25.7;MIT;;git+https://github.com/rich-harris/magic-string.git;javascript
sourcemap-codec;1.4.8;sourcemap-codec@1.4.8;MIT;;git+https://github.com/Rich-Harris/sourcemap-codec.git;javascript
rollup-plugin-off-main-thread;2.2.3;@surma/rollup-plugin-off-main-thread@2.2.3;Apache-2.0;;git+https://github.com/surma/rollup-plugin-off-main-thread.git;javascript
string.prototype.matchall;4.0.6;string.prototype.matchall@4.0.6;MIT;;git+https://github.com/es-shims/String.prototype.matchAll.git;javascript
regexp.prototype.flags;1.3.1;regexp.prototype.flags@1.3.1;MIT;;git://github.com/es-shims/RegExp.prototype.flags.git;javascript
common-tags;1.8.2;common-tags@1.8.2;MIT;;git+https://github.com/zspecza/common-tags.git;javascript
at-least-node;1.0.0;at-least-node@1.0.0;ISC;;git+https://github.com/RyanZim/at-least-node.git;javascript
rollup-plugin-terser;7.0.2;rollup-plugin-terser@7.0.2;MIT;;git+https://github.com/TrySound/rollup-plugin-terser.git;javascript
whatwg-url;7.1.0;whatwg-url@7.1.0;MIT;;git+https://github.com/jsdom/whatwg-url.git;javascript
lodash.sortby;4.7.0;lodash.sortby@4.7.0;MIT;;git+https://github.com/lodash/lodash.git;javascript
tr46;1.0.1;tr46@1.0.1;MIT;;git+https://github.com/Sebmaster/tr46.js.git;javascript
webidl-conversions;4.0.2;webidl-conversions@4.0.2;BSD-2-Clause;;git+https://github.com/jsdom/webidl-conversions.git;javascript
stringify-object;3.3.0;stringify-object@3.3.0;BSD-2-Clause;;git+https://github.com/yeoman/stringify-object.git;javascript
get-own-enumerable-property-symbols;3.0.2;get-own-enumerable-property-symbols@3.0.2;ISC;;git+https://github.com/mightyiam/get-own-enumerable-property-symbols.git;javascript
is-obj;1.0.1;is-obj@1.0.1;MIT;;git+https://github.com/sindresorhus/is-obj.git;javascript
is-regexp;1.0.0;is-regexp@1.0.0;MIT;;git+https://github.com/sindresorhus/is-regexp.git;javascript
strip-comments;2.0.1;strip-comments@2.0.1;MIT;;git+https://github.com/jonschlinkert/strip-comments.git;javascript
tempy;0.6.0;tempy@0.6.0;MIT;;git+https://github.com/sindresorhus/tempy.git;javascript
is-stream;2.0.1;is-stream@2.0.1;MIT;;git+https://github.com/sindresorhus/is-stream.git;javascript
temp-dir;2.0.0;temp-dir@2.0.0;MIT;;git+https://github.com/sindresorhus/temp-dir.git;javascript
workbox-background-sync;6.4.2;workbox-background-sync@6.4.2;MIT;;git+https://github.com/googlechrome/workbox.git;javascript
idb;6.1.5;idb@6.1.5;ISC;;git://github.com/jakearchibald/idb.git;javascript
workbox-core;6.4.2;workbox-core@6.4.2;MIT;;git+https://github.com/googlechrome/workbox.git;javascript
workbox-broadcast-update;6.4.2;workbox-broadcast-update@6.4.2;MIT;;git+https://github.com/googlechrome/workbox.git;javascript
workbox-cacheable-response;6.4.2;workbox-cacheable-response@6.4.2;MIT;;git+https://github.com/googlechrome/workbox.git;javascript
workbox-expiration;6.4.2;workbox-expiration@6.4.2;MIT;;git+https://github.com/googlechrome/workbox.git;javascript
workbox-google-analytics;6.4.2;workbox-google-analytics@6.4.2;MIT;;git+https://github.com/googlechrome/workbox.git;javascript
workbox-routing;6.4.2;workbox-routing@6.4.2;MIT;;git+https://github.com/googlechrome/workbox.git;javascript
workbox-strategies;6.4.2;workbox-strategies@6.4.2;MIT;;git+https://github.com/googlechrome/workbox.git;javascript
workbox-navigation-preload;6.4.2;workbox-navigation-preload@6.4.2;MIT;;git+https://github.com/googlechrome/workbox.git;javascript
workbox-precaching;6.4.2;workbox-precaching@6.4.2;MIT;;git+https://github.com/googlechrome/workbox.git;javascript
workbox-range-requests;6.4.2;workbox-range-requests@6.4.2;MIT;;git+https://github.com/googlechrome/workbox.git;javascript
workbox-recipes;6.4.2;workbox-recipes@6.4.2;MIT;;git+https://github.com/googlechrome/workbox.git;javascript
workbox-streams;6.4.2;workbox-streams@6.4.2;MIT;;git+https://github.com/googlechrome/workbox.git;javascript
workbox-sw;6.4.2;workbox-sw@6.4.2;MIT;;git+https://github.com/googlechrome/workbox.git;javascript
workbox-window;6.4.2;workbox-window@6.4.2;MIT;;git+https://github.com/googlechrome/workbox.git;javascript
trusted-types;2.0.2;@types/trusted-types@2.0.2;MIT;;git+https://github.com/DefinitelyTyped/DefinitelyTyped.git#types/trusted-types;javascript
